Location,Race,Gender,IDOT Classification,Reason for Stop,Citations/Violations,Disposition,Search,Date,Time
900 E. Midway Plaisance,BLACK / AFRICAN AMERICAN,MALE,moving Violation - Other,Improper lane usage,,Verbal Warning,No,9/13/2019,8:29 AM
1406 E. 53rd Street,BLACK / AFRICAN AMERICAN,MALE,moving Violation - Other,Improper lane usage,One Citation Issued,Citation Issued,No,9/13/2019,11:57 AM
1450 E. 57th Street,WHITE AMERICAN / CAUCASIAN,MALE,moving Violation - Other,Improper lane usage,,Verbal Warning,No,9/13/2019,2:24 PM
5100 S. Blackstone,BLACK / AFRICAN AMERICAN,MALE,moving Violation - Other,Improper U-Turn,,Verbal Warning,No,9/13/2019,3:12 PM
5700 S. Dorchester,BLACK / AFRICAN AMERICAN,FEMALE,moving Violation - Other,Improper lane usage,,Verbal Warning,No,9/13/2019,4:44 PM
5300 S. Dorchester,BLACK / AFRICAN AMERICAN,FEMALE,moving Violation - Other,Wrong way on one way street,,Verbal Warning,No,9/13/2019,9:29 PM
5700 S. Blackstone,ASIAN,MALE,moving Violation - Other,Improper lane usage,,Verbal Warning,No,9/14/2019,8:46 AM
4900 S. Woodlawn,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,9/14/2019,7:35 PM
5600 S. Stony Island,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed traffic control device,,Verbal Warning,No,9/14/2019,11:14 PM
5520 S. Harper,BLACK / AFRICAN AMERICAN,MALE,moving Violation - Other,Improper lane usage,,Verbal Warning,No,9/15/2019,1:09 PM
5200 S. Harper,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,9/15/2019,7:06 PM
5300 S. Drexel,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,One Citation Issued,Citation Issued,No,9/15/2019,8:35 PM
5700 S. Stony Island,BLACK / AFRICAN AMERICAN,FEMALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,9/15/2019,9:04 PM
4900 S. Woodlawn,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,9/15/2019,9:05 PM
6050 S. Cornell,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed traffic control device,One Citation Issued,Citation Issued,No,9/15/2019,9:19 PM
4900 S. Drexel,BLACK / AFRICAN AMERICAN,FEMALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,9/15/2019,9:46 PM
5100 S. Blackstone,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed traffic control device,,Verbal Warning,No,9/16/2019,9:33 AM
5300 S. Kimbark,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed traffic control device,,Verbal Warning,No,9/16/2019,12:19 PM
5405 S. Drexel,BLACK / AFRICAN AMERICAN,FEMALE,Seatbelt,Failure to Properly Secure Child in Approved Child Restraint System or Seat Belts,,Verbal Warning,No,9/16/2019,3:41 PM
5480 S. Kenwood,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Failure to Yield to Pedestrian in Crosswalk,,Verbal Warning,No,9/16/2019,3:51 PM
1165 E. 53rd Street,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Improper lane usage,One Citation Issued,Citation Issued,No,9/16/2019,4:11 PM
942 E. 55th Street,WHITE AMERICAN / CAUCASIAN,MALE,Equipment,No headlights when required,,Verbal Warning,No,9/16/2019,7:29 PM
5300 S. Blackstone,HISPANIC,MALE,Lane Violation,Improper Turn,,Verbal Warning,No,9/16/2019,8:43 PM
5500 S. Kenwood,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Red Light Violation,,Verbal Warning,No,9/16/2019,8:58 PM
5600 S. Lake Park,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Improper Overtaking,,Verbal Warning,No,9/16/2019,10:20 PM
5450 S. University,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Improper lane usage,,Verbal Warning,No,9/17/2019,5:21 PM
5303 S. Woodlawn,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Red Light Violation,One Citation Issued,Citation Issued,No,9/17/2019,6:35 PM
6100 S. Woodlawn,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,9/18/2019,9:04 AM
1108 E. 53rd Street,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,9/18/2019,4:57 PM
5300 S. Dorchester,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Wrong way on one way street,,Verbal Warning,No,9/18/2019,7:35 PM
4700 S. Lake Park,BLACK / AFRICAN AMERICAN,FEMALE,Traffic sign/signal,Disobeyed Stop Sign,One Citation Issued,Citation Issued,No,9/18/2019,8:13 PM
836 E. 52nd Street,BLACK / AFRICAN AMERICAN,FEMALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,9/19/2019,7:39 AM
5100 S. University,BLACK / AFRICAN AMERICAN,FEMALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,9/19/2019,5:23 PM
W/B Midway Plaisance & Payne Dr.,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Red Light Violation,,Verbal Warning,No,9/20/2019,8:33 PM
5700 S. Woodlawn,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,No Turn Signal,,Verbal Warning,No,9/20/2019,9:32 PM
5500 S. Harper,HISPANIC,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,9/20/2019,11:20 PM
5500 S. Ellis,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Red Light Violation,,Verbal Warning,No,9/21/2019,12:53 AM
1000 E. Midway Plaisance,HISPANIC,FEMALE,Speed,Speeding,,Verbal Warning,No,9/21/2019,8:47 AM
1000 E. Midway Plaisance,BLACK / AFRICAN AMERICAN,MALE,Speed,Speeding,,Verbal Warning,No,9/21/2019,9:04 AM
1005 E. Midway Plaisance,BLACK / AFRICAN AMERICAN,FEMALE,Speed,Speeding,,Verbal Warning,No,9/21/2019,9:23 AM
1005 E. Midway Plaisance,BLACK / AFRICAN AMERICAN,MALE,Speed,Speeding,,Verbal Warning,No,9/21/2019,9:42 AM
1301 E. 55th Street,WHITE AMERICAN / CAUCASIAN,MALE,Traffic sign/signal,Disobeyed traffic control device,,Verbal Warning,No,9/21/2019,10:38 AM
4700 S. Drexel,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Improper lane usage,,Verbal Warning,No,9/21/2019,3:14 PM
1225 E. 55th Street,BLACK / AFRICAN AMERICAN,FEMALE,moving Violation - Other,Failure to Yield to Pedestrian in Crosswalk,,Verbal Warning,No,9/21/2019,6:22 PM
1225 E. 55th Street,BLACK / AFRICAN AMERICAN,FEMALE,moving Violation - Other,Failure to Yield to Pedestrian in Crosswalk,,Verbal Warning,No,9/21/2019,6:22 PM
5500 S. Greenwood,BLACK / AFRICAN AMERICAN,FEMALE,Traffic sign/signal,Failure to Yield to Pedestrian,,Verbal Warning,No,9/22/2019,9:19 AM
1125 E. 53rd Street,BLACK / AFRICAN AMERICAN,FEMALE,Traffic sign/signal,Disobeyed traffic control device,,Verbal Warning,No,9/22/2019,11:29 AM
5500 S. Lake Park,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,9/23/2019,10:37 PM
1450 E. 55th Street,BLACK / AFRICAN AMERICAN,FEMALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,9/24/2019,9:49 AM
1157 E. 52nd Street,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,9/24/2019,2:30PM
5500 S. Ellis,BLACK / AFRICAN AMERICAN,FEMALE,Traffic sign/signal,Failure to Yield to Pedestrian,,Verbal Warning,No,9/24/2019,8:45 PM
5300 S. Kenwood,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,One Citation Issued,Citation Issued,No,9/24/2019,10:44 PM
5500 S. Ellis,BLACK / AFRICAN AMERICAN,MALE,Equipment,No headlights when required,,Verbal Warning,No,9/24/2019,11:02 PM
5500 S. Woodlawn,BLACK / AFRICAN AMERICAN,FEMALE,Equipment,No headlights when required,,Verbal Warning,No,9/25/2019,2:03 AM
5500 S. Ellis,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Failure to Yield to Pedestrian in Crosswalk,,Verbal Warning,No,9/25/2019,7:45 AM
5045 S. Drexel,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,9/25/2019,9:27 AM
5318 S. Greenwood,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,9/25/2019,1:29 PM
5600 S. Hyde Park,BLACK / AFRICAN AMERICAN,FEMALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,9/25/2019,1:39 PM
5800 S. Dorchester,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,No turn signal,,Verbal Warning,No,9/25/2019,9:32 PM
6000 S. Stony Island,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,No turn signal,,Verbal Warning,No,9/25/2019,10:39 PM
5476 S. Ellis,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,9/26/2019,7:37 PM
5900 S. Ellis,ASIAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,9/27/2019,9:01 PM
5100 S. Blackstone,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed traffic control device,,Verbal Warning,No,9/28/2019,4:59 PM
5000 S. Lake Park,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Illegal U-Turn,,Verbal Warning,No,9/28/2019,8:00PM
1520 E. 57th Street,BLACK / AFRICAN AMERICAN,FEMALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,9/28/2019,9:14PM
4900 East End,WHITE AMERICAN / CAUCASIAN,MALE,Lane Violation,Wrong way on one way street,,Verbal Warning,No,9/28/2019,9:18 PM
1190 E. W/B Midway Plaisance,WHITE AMERICAN / CAUCASIAN,MALE,Lane Violation,Wrong way on one way street,,Verbal Warning,No,9/29/2019,12:13 PM
5500 S. Ellis,WHITE AMERICAN / CAUCASIAN,MALE,Traffic sign/signal,Red Light Violation,,Verbal Warning,No,9/29/2019,1:47 PM
6300 S. Drexel,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Wrong way on one way street,,Verbal Warning,No,9/29/2019,5:50 PM
5600 S. Lake Park,BLACK / AFRICAN AMERICAN,MALE,Equipment,No headlights when required,,Verbal Warning,No,9/29/2019,7:33 PM
5500 S. Drexel,BLACK / AFRICAN AMERICAN,MALE,Equipment,No headlights when required,,Verbal Warning,No,9/29/2019,8:55 PM
800 E. Midway Plaisance,BLACK / AFRICAN AMERICAN,FEMALE,Traffic sign/signal,Failure to Yield to Pedestrian in Crosswalk,,Verbal Warning,No,9/30/2019,7:35 AM
1200 E. Midway Plaisance,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Failure to Yield to Pedestrian in Crosswalk,,Verbal Warning,No,9/30/2019,2:56 PM
5467 S. University,BLACK / AFRICAN AMERICAN,FEMALE,Seatbelt,Failure to Properly Secure Child in Approved Child Restraint System or Seat Belts,,Verbal Warning,No,9/30/2019,4:36 PM
5800 S. Stony Island,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,No Turn Signal,,Verbal Warning,No,9/30/2019,8:37 PM
5300 S. Hyde Park,BLACK / AFRICAN AMERICAN,FEMALE,moving Violation - Other,Utilizing cell phone while driving,,Verbal Warning,No,9/30/2019,10:25 PM
5900 S. Stony Island,WHITE AMERICAN / CAUCASIAN,MALE,Lane Violation,Improper Turn,,Verbal Warning,No,10/1/2019,12:08 AM
4600 S. Greenwood,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Improper lane usage,,Verbal Warning,No,10/1/2019,8:06 AM
1233 E. 56th Street,BLACK / AFRICAN AMERICAN,FEMALE,moving Violation - Other,Failure to Stop from an alley,,Verbal Warning,No,10/1/2019,3:26 PM
1229 E. 56th Street,BLACK / AFRICAN AMERICAN,MALE,moving Violation - Other,Failure to Stop from an alley,One Citation Issued,Citation Issued,No,10/1/2019,3:52 PM
5500 S. Kenwood,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Red Light Violation,,Verbal Warning,No,10/1/2019,9:42 PM
5200 S. Kenwood,WHITE AMERICAN / CAUCASIAN,MALE,Lane Violation,Wrong way on one way street,,Verbal Warning,No,10/1/2019,9:52 PM
5500 S. University,ASIAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,10/1/2019,10:16 PM
5700 S. Blackstone,HISPANIC,MALE,Lane Violation,Wrong way on one way street,,Verbal Warning,No,10/1/2019,10:27 PM
5700 S. Cornell,BLACK / AFRICAN AMERICAN,FEMALE,Traffic sign/signal,Red Light Violation,,Verbal Warning,No,10/2/2019,12:48 AM
5800 S. Kimbark,WHITE AMERICAN / CAUCASIAN,MALE,Lane Violation,Wrong way on one way street,,Verbal Warning,No,10/2/2019,7:16 PM
1522 E. 53rd Street,WHITE AMERICAN / CAUCASIAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,10/3/2019,7:24 AM
939 E. 57th Street,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Improper Turn,,Verbal Warning,No,10/3/2019,1:16 PM
5100 S. University,HISPANIC,MALE,Traffic sign/signal,Failure to Yield to Pedestrian in Crosswalk,One Citation Issued,Citation Issued,No,10/3/2019,9:04 PM
5138 S. Cornell,BLACK / AFRICAN AMERICAN,FEMALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,10/3/2019,9:05 PM
5000 S. Lake Park,BLACK / AFRICAN AMERICAN,FEMALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,10/3/2019,10:45 PM
5500 S. Ellis,BLACK / AFRICAN AMERICAN,FEMALE,Traffic sign/signal,Disobeyed Stop Sign,One Citation Issued,Citation Issued,No,10/3/2019,10:59 PM
5000 S. Blackstone,WHITE AMERICAN / CAUCASIAN,FEMALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,10/3/2019,11:18 PM
800 E. Midway Plaisance,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Failure to Yield to Pedestrian in Crosswalk,,Verbal Warning,No,10/4/2019,11:14 AM
5200 S. Lake Park,WHITE AMERICAN / CAUCASIAN,MALE,Traffic sign/signal,Failure to Yield to Pedestrian in Crosswalk,,Verbal Warning,No,10/4/2019,11:49 AM
5400 S. Woodlawn,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Failure to Yield to Pedestrian in Crosswalk,,Verbal Warning,No,10/4/2019,12:39 PM
55TH & Dorchester,HISPANIC,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,10/4/2019,8:08 PM
Midway Plaisance & Cottage Grove,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Wrong way on one way street,,Verbal Warning,No,10/4/2019,10:17 PM
60th & Drexel,ASIAN,MALE,Lane Violation,Wrong way on one way street,,Verbal Warning,No,10/5/2019,12:27 AM
5100 S. Cornell,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Improper lane usage,,Verbal Warning,No,10/5/2019,3:38 AM
1100 E. Midway Plaisance,WHITE AMERICAN / CAUCASIAN,MALE,Lane Violation,Improper Turn,,Verbal Warning,No,10/5/2019,8:55 AM
5434 S. Woodlawn,WHITE AMERICAN / CAUCASIAN,FEMALE,Traffic sign/signal,Disobeyed traffic control device,,Verbal Warning,No,10/5/2019,11:15 AM
1600 E. Midway Plaisance,ASIAN,MALE,Speed,Speeding,,Verbal Warning,No,10/5/2019,11:38 AM
1200 E. Midway Plaisance,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Failure to Yield to Pedestrian in Crosswalk,,Verbal Warning,No,10/5/2019,12:00 PM
5300 S. Ellis,ASIAN,MALE,moving Violation - Other,Improper Use of Electronic Communication Device,,Verbal Warning,No,10/5/2019,12:20 PM
5400 S. Cottage Grove,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,10/5/2019,2:52 PM
4800 S. Cottage Grove,BLACK / AFRICAN AMERICAN,FEMALE,Traffic sign/signal,Failure to Yield to Pedestrian in Crosswalk,,Verbal Warning,No,10/5/2019,2:55 PM
1130 W. Midway Plaisance,BLACK / AFRICAN AMERICAN,MALE,Speed,Speeding,,Verbal Warning,No,10/5/2019,2:59 PM
1136 E. Midway Plaisance,BLACK / AFRICAN AMERICAN,FEMALE,Speed,Speeding,,Verbal Warning,No,10/5/2019,3:20 PM
1005 E. Midway Plaisance,BLACK / AFRICAN AMERICAN,MALE,Speed,Speeding,,Verbal Warning,No,10/5/2019,3:33 PM
1150 E. University,BLACK / AFRICAN AMERICAN,MALE,Speed,Speeding,,Verbal Warning,No,10/5/2019,3:48 PM
6000 S. Dorchester,BLACK / AFRICAN AMERICAN,FEMALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,10/5/2019,7:46 PM
49th & Dorchester,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Wrong way on one way street,,Verbal Warning,No,10/5/2019,7:50 PM
58th & Woodlawn,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,10/5/2019,8:17 PM
47th & Cornell,WHITE AMERICAN / CAUCASIAN,MALE,Traffic sign/signal,Red Light Violation,,Verbal Warning,No,10/5/2019,8:33 PM
58th & Dorchester,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Wrong way on one way street,,Verbal Warning,No,10/5/2019,10:06 PM
5500 S. Dorchester,WHITE AMERICAN / CAUCASIAN,MALE,Traffic sign/signal,Failure to Yield to Pedestrian in Crosswalk,,Verbal Warning,No,10/6/2019,11:55 AM
5801 S. Ellis,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,10/6/2019,3:53 PM
5700 S. Stony Island,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Obstructing Flow of Traffic,,Verbal Warning,No,10/6/2019,4:23 PM
48th & Drexel,BLACK / AFRICAN AMERICAN,MALE,moving Violation - Other,Failure to Signal,,Verbal Warning,No,10/6/2019,7:23 PM
57th Woodlawn,HISPANIC,MALE,Traffic sign/signal,Red Light Violation,,Verbal Warning,No,10/6/2019,8:09 PM
5031 S. Dorchester,WHITE AMERICAN / CAUCASIAN,FEMALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,10/6/2019,8:30 PM
53rd Harper,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,10/6/2019,10:04 PM
51st Blackstone,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,10/6/2019,11:07 PM
51st Drexel,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Red Light Violation,,Verbal Warning,No,10/7/2019,3:34 AM
5300 S. Lake Park,ASIAN,MALE,Lane Violation,Illegal U-Turn at intersection,One Citation Issued,Citation Issued,No,10/7/2019,8:43 AM
5200 S. Harper,ASIAN,MALE,moving Violation - Other,Wrong way on one way street,,Verbal Warning,No,10/8/2019,8:25 AM
5420 S. Kenwood,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed traffic control device,,Verbal Warning,No,10/8/2019,12:47 PM
5034 S. Dorchester,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed traffic control device,,Verbal Warning,No,10/8/2019,4:21 PM
5000 S. Blackstone,WHITE AMERICAN / CAUCASIAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,10/8/2019,8:36 PM
4800 S. Greenwood,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,No Turn Signal,,Verbal Warning,No,10/9/2019,8:57 PM
5600 S. Lake Park,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,No Turn Signal,,Verbal Warning,No,10/9/2019,10:48 PM
820 E. 55th Street,WHITE AMERICAN / CAUCASIAN,FEMALE,Lane Violation,Failure to Yield to Pedestrian in Crosswalk,,Verbal Warning,No,10/10/2019,10:36 AM
5500 S. Woodlawn,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,Failure to Yield to Pedestrian in Crosswalk,,Verbal Warning,No,10/10/2019,1:28 PM
5200 S. Drexel,BLACK / AFRICAN AMERICAN,MALE,Seat belt,Seat Belt Violation,,Verbal Warning,No,10/10/2019,5:48 PM
5500 S. Woodlawn,WHITE AMERICAN / CAUCASIAN,MALE,Lane Violation,Failure to Yield to Pedestrian in Crosswalk,,Verbal Warning,No,10/10/2019,6:26 PM
5048 S. Cornell,BLACK / AFRICAN AMERICAN,MALE,moving Violation - Other,Wrong way on one way street,,Verbal Warning,No,10/10/2019,9:36 PM
4900 S. Drexel,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,No Turn Signal,,Verbal Warning,No,10/10/2019,9:51 PM
Midway Plaisance & Woodlawn,BLACK / AFRICAN AMERICAN,MALE,moving Violation - Other,Failure to Yield to Pedestrian in Crosswalk,,Verbal Warning,No,10/11/2019,1:14 PM
5900 S. Blackstone,BLACK / AFRICAN AMERICAN,FEMALE,moving Violation - Other,Wrong way on one way street,,Verbal Warning,No,10/11/2019,2:22 PM
5400 S. Lake Park,WHITE AMERICAN / CAUCASIAN,MALE,Traffic sign/signal,Improper left turn,,Verbal Warning,No,10/11/2019,8:23 PM
4900 S. Lake Park,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Improper U- Turn,,Verbal Warning,No,10/11/2019,8:35 PM
5100 S. East End,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,10/11/2019,10:34 PM
1111 E. 60th Street,WHITE AMERICAN / CAUCASIAN,MALE,Lane Violation,Improper lane usuage,,Verbal Warning,No,10/12/2019,9:48 AM
1120 E. 53rd Street,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,10/12/2019,9:50 AM
6300 S. Kimbark,BLACK / AFRICAN AMERICAN,FEMALE,Traffic sign/signal,Disobeyed traffic control device,,Verbal Warning,No,10/12/2019,4:25 PM
5000 S. Dorchester,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,10/12/2019,9:05 PM
5600 S. Ellis,BLACK / AFRICAN AMERICAN,FEMALE,moving Violation - Other,Wrong way on one way street,,Verbal Warning,No,10/13/2019,7:26 AM
5100 S. Blackstone,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Red Light Violation,,Verbal Warning,No,10/13/2019,2:18 PM
5300 S. Hyde Park,BLACK / AFRICAN AMERICAN,FEMALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,10/13/2019,8:42 PM
5500 S. Dorchester,WHITE AMERICAN / CAUCASIAN,MALE,Traffic sign/signal,No right turn on red,,Verbal Warning,No,10/13/2019,10:40 PM
5500 S. Greenwood,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Red Light Violation,,Verbal Warning,No,10/14/2019,3:30 AM
5400 S. Woodlawn,HISPANIC,MALE,Traffic sign/signal,Disobeyed traffic control device,,Verbal Warning,No,10/14/2019,12:01 PM
1219 E. 53rd Street,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed traffic control device,,Verbal Warning,No,10/14/2019,12:40 PM
1209 E. 53rd Street,WHITE AMERICAN / CAUCASIAN,MALE,Traffic sign/signal,Disobeyed traffic control device,,Verbal Warning,No,10/14/2019,1:51 PM
5416 S. Woodlawn,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Improper lane usuage,,Verbal Warning,No,10/14/2019,3:51 PM
1316 E.53rd Street,WHITE AMERICAN / CAUCASIAN,FEMALE,Traffic sign/signal,Disobeyed traffic control device,,Verbal Warning,No,10/14/2019,4:03 PM
5300 S. Greenwood,BLACK / AFRICAN AMERICAN,FEMALE,Traffic sign/signal,Disobeyed traffic control device,,Verbal Warning,No,10/14/2019,4:39 PM
5200 S. Drexel,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,10/14/2019,4:43 PM
1207 E. 55th Street,BLACK / AFRICAN AMERICAN,FEMALE,Lane Violation,Failure to Yield to Pedestrian in Crosswalk,,Verbal Warning,No,10/14/2019,6:37 PM
5600 S. Cottage Grove,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,No Turn Signal,,Verbal Warning,No,10/14/2019,8:46 PM
5200 S. Kimbark,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,10/14/2019,10:40 PM
5300 S. Blackstone,BLACK / AFRICAN AMERICAN,MALE,Lane Violation,No Turn Signal,,Verbal Warning,No,10/14/2019,11:26 PM
5400 S. Woodlawn,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,10/15/2019,7:47 AM
1000 E. Midway Plaisance,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Failure to Yield to Pedestrian in Crosswalk,,Verbal Warning,No,10/15/2019,9:00 AM
6200 S. Stony Island,BLACK / AFRICAN AMERICAN,FEMALE,Traffic sign/signal,Red Light Violation,,Verbal Warning,No,10/15/2019,9:15 PM
5700 S. Dorchester,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed Stop Sign,,Verbal Warning,No,10/15/2019,11:23 PM
5700 S. Woodlawn,WHITE AMERICAN / CAUCASIAN,FEMALE,moving Violation - Other,Wrong way on one way street,,Verbal Warning,No,10/16/2019,10:57 AM
5500 S. Kimbark,WHITE AMERICAN / CAUCASIAN,FEMALE,Traffic sign/signal,Disobeyed traffic control device,,Verbal Warning,No,10/16/2019,6:50 PM
5800 S.Kimbark,BLACK / AFRICAN AMERICAN,MALE,moving Violation - Other,Wrong way on one way street,,Verbal Warning,No,10/17/2019,16:33 PM
1313 E. 53rd Street,BLACK / AFRICAN AMERICAN,MALE,Traffic sign/signal,Disobeyed traffic control device,,Verbal Warning,No,10/18/2019,3:13 PM
